business_name,email,all_emails,website,location,country,business_type,search_query
Spa in Edinburgh | Lothian Road | PURE Spa,customerservices@purespauk.com,customerservices@purespauk.com,https://purespauk.com/pages/pure-spa-beauty-lothian-road-edinburgh,Edinburgh,UK,wellness,wellness centre Edinburgh
Health and wellness - Forever Edinburgh,visit@edinburgh.gov.uk,visit@edinburgh.gov.uk,https://edinburgh.org/inspire/edinburgh-city-guides/health-and-wellness/,Edinburgh,UK,wellness,wellness centre Edinburgh
The 15 best wellness retreats in the UK for 2026 - CN Traveller,travellerdigital@subscription.co.uk,travellerdigital@subscription.co.uk; nclasstraveller@condenast.co.uk; classtraveller@condenast.co.uk; help@newyorker.com; onlineadvertisingqueries@condenast.co.uk,https://www.cntraveller.com/gallery/wellness-retreats-uk,UK,UK,wellness,wellness retreat UK
"Wellness Retreat and Spa UK | The Glass House Retreat, Essex",hello@glasshouseretreat.co.uk,hello@glasshouseretreat.co.uk; pressoffice@chaptercommunications.co.uk,https://www.glasshouseretreat.co.uk,UK,UK,wellness,wellness retreat UK
The best wellness retreats in the UK for 2026 - House & Garden,help@newyorker.com,help@newyorker.com,https://www.houseandgarden.co.uk/gallery/wellness-retreats-uk,UK,UK,wellness,wellness retreat UK
16 of the best wellness retreats in the UK - The Times,feedback@thetimes.com,feedback@thetimes.com; travel@sunday-times.co.uk,https://www.thetimes.com/travel/inspiration/spa-and-wellness/the-uks-best-wellness-retreats-7qd5650v0,UK,UK,wellness,wellness retreat UK
Wellness & Wellbeing Retreats in the heart of the UK,info@tranquilwatersretreat.co.uk,271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com; f36cc48fb72b4d298c835f2793cf3b84@sentry-next.wixpress.com; ed436f5053144538958ad06a5005e99a@sentry.wixpress.com; 18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com; info@tranquilwatersretreat.co.uk,https://www.tranquilwatersretreat.co.uk,UK,UK,wellness,wellness retreat UK
"The May Wellness Centre: health, wellbeing, body, mind, skin",info@maywellnesscentre.co.uk,info@maywellnesscentre.co.uk,https://www.maywellnesscentre.co.uk,Bristol,UK,wellness,wellness centre Bristol
Sivo Wellness,contact@sivowellness.com,contact@sivowellness.com,https://sivowellness.com,Bristol,UK,wellness,wellness centre Bristol
"Fire & Ice Wellness | Swim & Sauna | Bristol, UK",info@fireicewellness.co.uk,ed436f5053144538958ad06a5005e99a@sentry.wixpress.com; 460ff4620fa44cba8df530afde949785@sentry.wixpress.com; 79baaa8e09c746d2b7401643b99792e0@sentry.wixpress.com; c183baa23371454f99f417f6616b724d@sentry.wixpress.com; 271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com,https://www.fireicewellness.co.uk,Bristol,UK,wellness,wellness centre Bristol
Holistic Health & Wellness Centre Brighton | Pando Society,info@pandosociety.com,info@pandosociety.com,https://www.pandosociety.com/surrounding-areas/brighton,Brighton,UK,wellness,wellness centre Brighton
Yoga and Massage in Brighton | About Balance,info@aboutbalancebrighton.com,info@aboutbalancebrighton.com,https://www.aboutbalancebrighton.com,Brighton,UK,wellness,wellness centre Brighton
Brighton health centre — Whole Health Brighton,hello@wholehealthbrighton.com,hello@wholehealthbrighton.com; user@domain.com; jarbuckle@wholehealthbrighton.com,https://www.wholehealthbrighton.com/brighton-health-centre,Brighton,UK,wellness,wellness centre Brighton
"Home | Breathe Wellbeing - qi gong | Brighton and Hove, UK",hello@breathe-wellbeing.com,271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com; hello@breathe-wellbeing.com; 78f7996315bc402f9dcb8a2f974b82d1@sentry.wixpress.com; ed436f5053144538958ad06a5005e99a@sentry.wixpress.com; 18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com,https://www.breathe-wellbeing.com,Brighton,UK,wellness,wellness centre Brighton
Starvita: Premier Beauty and Wellness Centre in Brighton | Starvita,contact@starvita.space,contact@starvita.space,https://starvita.space,Brighton,UK,wellness,wellness centre Brighton
Wellness Centre in Brighton | Myotherapy | Chiropractic,info@ghgc.com.au,info@ghgc.com.au,https://www.ghgc.com.au/services,Brighton,UK,wellness,wellness centre Brighton
Brighton Mental Health and Wellness Centre,jessica@brightonwellnesscentre.co.uk,jessica@brightonwellnesscentre.co.uk,https://brightonwellnesscentre.co.uk,Brighton,UK,wellness,wellness centre Brighton
Wholistic Wellness Clinic - Website,enquiries@wholisticwellness.uk,enquiries@wholisticwellness.uk,https://wholisticwellness.uk,London,UK,wellness,holistic wellness centre London
London Natural Health Centre · Holborn Holistic Therapies,info@londonnatural.co.uk,info@londonnatural.co.uk,https://londonnatural.co.uk,London,UK,wellness,holistic wellness centre London
Country & Townhouse: London's Best Holistic Wellness Studios & Classes,hello@cloudtwelve.co.uk,hello@cloudtwelve.co.uk,https://www.cloudtwelve.co.uk/post/londons-best-holistic-wellness-studios-classes,London,UK,wellness,holistic wellness centre London
Holistique UK — Holistic Wellness & Acupuncture in London,hello@holistiqueuk.com,hello@holistiqueuk.com,https://holistiqueuk.com,London,UK,wellness,holistic wellness centre London
Light Centre | London's Leading Holistic Wellbeing Centres,pauline@bodywisdomtherapy.com,pauline@bodywisdomtherapy.com,https://lightcentre.com,London,UK,wellness,holistic wellness centre London
Wellness & Longevity Clinic London | Acupuncture | The HVN,concierge@the-hvn.com,concierge@the-hvn.com,https://the-hvn.com,London,UK,wellness,holistic wellness centre London
"House Of Butterfly | sound healing | London, UK",hello@houseofbutterfly.co.uk,271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com; example@mysite.com; 78f7996315bc402f9dcb8a2f974b82d1@sentry.wixpress.com; ed436f5053144538958ad06a5005e99a@sentry.wixpress.com; 18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com,https://www.houseofbutterfly.co.uk,London,UK,wellness,sound healing London
Re:Mind Studio London,info@remindstudio.com,user@domain.com; info@remindstudio.com,https://www.remindstudio.co.uk,London,UK,wellness,sound healing London
Evolve Breath Body ™,info@evolvebreathbody.com,user@domain.com; info@evolvebreathbody.com,https://www.evolvebreathbody.com,London,UK,breathwork,breathwork facilitator London
Transformative Breathwork Sessions In London,hello@staceyhartbreathwork.co.uk,hello@staceyhartbreathwork.co.uk,https://www.staceyhartbreathwork.co.uk,London,UK,breathwork,breathwork facilitator London
"Evolve Breathwork | Breathwork for Stress, Clarity & Resilience in London",kathryn@bienestarpr.co,kathryn@bienestarpr.co,https://evolve-breathwork.com,London,UK,breathwork,breathwork facilitator London
Private and Group Breathwork Sessions in London — Breathe East Breathwork,hello@breathe-east.com,user@domain.com; hello@breathe-east.com,https://www.breathe-east.com/meet-johanna,London,UK,breathwork,breathwork facilitator London
The Breath Space Jamie Clements,jamie@thebreathspace.co.uk,jamie@thebreathspace.co.uk,https://thebreathspace.co.uk,London,UK,breathwork,breathwork facilitator London
Breathwork classes — The Loud Quiet,hello@theloudquiet.co.uk,hello@theloudquiet.co.uk; user@domain.com,https://www.theloudquiet.co.uk/breathwork/breathwork-classes,Manchester,UK,breathwork,breathwork classes Manchester
Manchester Mindfulness Courses and Events - Breathworks,info@breathworks.co.uk,info@breathworks.co.uk,https://www.breathworks-mindfulness.org.uk/pages/events/category/manchester-mindfulness-courses-and-events,Manchester,UK,breathwork,breathwork classes Manchester
The Breathing Space: Drop-In Breathwork Class Manchester,hi@classbento.co.uk,hi@classbento.co.uk,https://classbento.co.uk/the-breathing-space-drop-in-breathwork-class-manchester,Manchester,UK,breathwork,breathwork classes Manchester
Breathwork Masterclass Manchester | James Power,james@findyourbackbone.com,james@findyourbackbone.com,https://findyourbackbone.com/product/breathwork-masterclass-manchester/,Manchester,UK,breathwork,breathwork classes Manchester
Mark Sutton| Biodynamic Breathwork Trauma Release | Manchester|,info@markdsutton.com,2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com; info@markdsutton.com; 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://www.markdsutton.com,Manchester,UK,breathwork,breathwork classes Manchester
MELISA KARASU: Spiritual | Manchester,hello@melisakarasu.com,user@domain.com; hello@melisakarasu.com,https://www.melisakarasu.com,Manchester,UK,breathwork,breathwork classes Manchester
Somatic breath work • Koa,hello@koa-edinburgh.co.uk,hello@koa-edinburgh.co.uk,https://koa-edinburgh.co.uk/somatic-breath-work/,Edinburgh,UK,breathwork,breathwork facilitator Edinburgh
Breathwork Edinburgh - The Safe Space,support@webador.com,support@webador.com,https://www.thesafespace.uk/breathwork-edinburgh,Edinburgh,UK,breathwork,breathwork facilitator Edinburgh
9D Breathwork Edinburgh & East Lothian | Nervous System Reset | Ctrl ...,bryden@ctrlaltbreathe.co,bryden@ctrlaltbreathe.co,https://www.ctrlaltbreathe.co.uk,Edinburgh,UK,breathwork,breathwork facilitator Edinburgh
Therapists - dovelight wellbeing centre,info@dovelight.org.uk,info@dovelight.org.uk; user@domain.com,https://dovelight.org.uk/therapists,Edinburgh,UK,breathwork,breathwork facilitator Edinburgh
"Yoga & Breathwork in Edinburgh | Calm, Grounded Practice",hello@joolzyoga.com,hello@joolzyoga.com,https://joolzyoga.com,Edinburgh,UK,breathwork,breathwork facilitator Edinburgh
Inspirational Breathing,nicola@inspirationalbreathing.com,nicola@inspirationalbreathing.com; user@domain.com; life@inspirationalbreathing.com,https://www.inspirationalbreathing.com,Brighton,UK,breathwork,breathwork facilitator Brighton
Expanded Spaces | Breathwork Brighton,info@expandedspaces.com,user@domain.com; info@expandedspaces.com,https://www.expandedspaces.com/my-training,Brighton,UK,breathwork,breathwork facilitator Brighton
The Power of Breathwork | The Breath Connection | United Kingdom,contact@thebreathconnection.org,contact@thebreathconnection.org,https://www.thebreathconnection.org,UK,UK,breathwork,breathwork retreat UK
"The Exhale Awakening | Breathwork, Retreats and Training",enquiries@theexhaleawakening.com,enquiries@theexhaleawakening.com,https://www.theexhaleawakening.com,UK,UK,breathwork,breathwork retreat UK
The Event Management In Manchester | Clearwater Events,stephen@clearwaterevents.co.uk,stephen@clearwaterevents.co.uk,https://clearwaterevents.co.uk/event-management-manchester/,Manchester,UK,events,event planner Manchester
Event Planning Agency in Manchester,joe@thechameleonagency.com,joe@thechameleonagency.com,https://www.thechameleonagency.com/service/event-planners/,Manchester,UK,events,event planner Manchester
Event Planner Manchester - Exclusive Party,rachel@exclusiveparty.co.uk,rachel@exclusiveparty.co.uk,https://exclusiveparty.co.uk/event-planner-manchester/,Manchester,UK,events,event planner Manchester
Rick's Event Planning | Premier Event Planning Services in Manchester,rickseventplanning@gmail.com,rickseventplanning@gmail.com,https://rickseventplanning.com,Manchester,UK,events,event planner Manchester
Event Planner Manchester - Event Planner Cheshire - Luxury Events,hello@heleneriksenweddings.com,hello@heleneriksenweddings.com; name@email.com,https://www.heleneriksenweddings.com/special-events/,Manchester,UK,events,event planner Manchester
Event Management in Manchester | Eventologists,info@eventologists.co.uk,info@eventologists.co.uk,https://eventologists.co.uk/event-management-in-manchester/,Manchester,UK,events,event planner Manchester
Luxury Wedding Planner - Cheshire & Manchester Event Planner,kate@kateparkevents.co.uk,kate@kateparkevents.co.uk,https://kateparkevents.co.uk,Manchester,UK,events,event planner Manchester
The 10 Best Event Companies in Edinburgh - 2026 Reviews,jane.doe@acme.com,jane.doe@acme.com; janedoe@acme.com; alesia.pop@sortlist.com,https://www.sortlist.co.uk/event/edinburgh-scotland-gb,Edinburgh,UK,events,event planner Edinburgh
Event Planner Edinburgh | Luxury Events | Forte Events,info@forteeventmgmt.co.uk,your@email.com; info@forteeventmgmt.co.uk,https://www.forteeventmgmt.co.uk/locations/edinburgh,Edinburgh,UK,events,event planner Edinburgh
Bespoke Corporate & Private Event Planning | Edinburgh | Dean Matheson ...,enquiries@deanmathesonevents.com,enquiries@deanmathesonevents.com,https://deanmathesonevents.com,Edinburgh,UK,events,event planner Edinburgh
"My Event Concierge - Hen, Stag, Party - Planner & Organiser",contact@myeventconcierge.co.uk,271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com; 78f7996315bc402f9dcb8a2f974b82d1@sentry.wixpress.com; ed436f5053144538958ad06a5005e99a@sentry.wixpress.com; 18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com; 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com,https://www.myeventconcierge.co.uk/edinburgh,Edinburgh,UK,events,event planner Edinburgh
Next Level Event Management Edinburgh | ConnectIn Events,info@connectin.co.uk,info@connectin.co.uk,https://connectinevents.co.uk/locations/wales-scotland/event-management-edinburgh/,Edinburgh,UK,events,event planner Edinburgh
Alastair Currie Events | Event Planning & Management Bristol,info@alastaircurrieevents.com,info@alastaircurrieevents.com,https://www.alastaircurrieevents.com,Bristol,UK,events,event planner Bristol
Bespoke Event Planning in Bristol | Satin Events,satineventsuk@gmail.com,satineventsuk@gmail.com,https://satinevents.co.uk,Bristol,UK,events,event planner Bristol
"Ecstatic Dance Bristol | May Lineup, Ticket Price Update & Next Dance",osara@tutamail.com,osara@tutamail.com,https://dandelion.events/pmails/64524ad3aef3bc00027abcfd,Bristol,UK,events,ecstatic dance Bristol
Discover Ecstatic Dance Events & Activities in Bristol ... - Eventbrite,ukvoicemails@eventbrite.com,ukvoicemails@eventbrite.com; ebhelp@eventbrite.com; press@eventbrite.com; installments@eventbrite.com; charity@eventbrite.com,https://www.eventbrite.co.uk/d/united-kingdom--bristol--10421/ecstatic-dance/,Bristol,UK,events,ecstatic dance Bristol
Ecstatic Prance | Ecstatic Dance | England,9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com,9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com; c183baa23371454f99f417f6616b724d@sentry.wixpress.com; 88170cb0c9d64f94b5821ca7fd2d55a4@sentry-next.wixpress.com; 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://www.ecstaticprance.com,Bristol,UK,events,ecstatic dance Bristol
Ecstatic Dance Bristol (Osara / Ace Collective),ben@realawake.co.uk,ben@realawake.co.uk,https://www.realawake.co.uk/organisers/ecstatic-dance-bristol-osara-ace-collective.html,Bristol,UK,events,ecstatic dance Bristol
Ecstatic Dance,annalisadrew@me.com,annalisadrew@me.com,https://ecstaticdancebrighton.co.uk,Brighton,UK,events,ecstatic dance Brighton
Ecstatic Dance Brighton,thomas@ecstaticdance.earth,thomas@ecstaticdance.earth,https://ecstaticdance.org/dance/ecstatic-dance-brighton/,Brighton,UK,events,ecstatic dance Brighton
Ecstatic Dance Brighton,contact@dandelion.events,contact@dandelion.events; enquiries@psychedelicsociety.org.uk,https://dandelion.events/o/ecstatic-dance-brighton/events,Brighton,UK,events,ecstatic dance Brighton
Luxury Wedding Planner in London | Siobhàn Craven-Robins,siobhan@siobhancraven-robins.co.uk,siobhan@siobhancraven-robins.co.uk,https://www.siobhancraven-robins.com,London,UK,events,wedding planner London
"Camilla Boniek Events | Wedding Planner | London, England, UK",info@camillaboniekevents.com,271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com; ed436f5053144538958ad06a5005e99a@sentry.wixpress.com; 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com; info@camillaboniekevents.com; 460ff4620fa44cba8df530afde949785@sentry.wixpress.com,https://www.camillaboniekevents.com,London,UK,events,wedding planner London
London Wedding Planners | Perfectly Planned 4 You,hello@perfectlyplanned4you.com,hello@perfectlyplanned4you.com,https://perfectlyplanned4you.com,London,UK,events,wedding planner London
20 amazing wedding planners in London - Easy Weddings UK,sales@easyweddings.co.uk,sales@easyweddings.co.uk; service@easyweddings.co.uk,https://www.easyweddings.co.uk/articles/wedding-planners-london/,London,UK,events,wedding planner London
Revelry Events | Modern + Creative Wedding Planners | London + UK,hello@jointherevelry.com,hello@jointherevelry.com; user@domain.com,https://www.jointherevelry.com,London,UK,events,wedding planner London
Gaia House Buddhist Meditation Retreat Centre,info@gaiahouse.co.uk,info@gaiahouse.co.uk,https://gaiahouse.co.uk,UK,UK,events,retreat centre UK
Home - Claridge House,welcome@claridgehouse.org.uk,welcome@claridgehouse.org.uk,https://claridgehouse.org.uk,UK,UK,events,retreat centre UK
Home - Divine Retreat Centre UK - Official Website,frjosephedattuvc@divineuk.org,frjosephedattuvc@divineuk.org,https://www.divineuk.org,UK,UK,events,retreat centre UK
House of Bread - Christian Retreat and Conference Centre,hob_icon_white@4x-2.png,hob_icon_white@4x-2.png,https://www.thehouseofbread.org,UK,UK,events,retreat centre UK
The Best Yoga Studios in Sydney: Top 6 Calm Spaces [2026 ],support@cleveraussie.com,support@cleveraussie.com,https://www.cleveraussie.com/best-yoga-studios-sydney/,Sydney,AUSTRALIA,yoga,yoga studio Sydney
Yoga Loft Sydney,vicky@yogaloftsydney.com,vicky@yogaloftsydney.com; user@domain.com,https://www.yogaloftsydney.com,Sydney,AUSTRALIA,yoga,yoga studio Sydney
Good Vibes | Yoga Studio Melbourne,hello@goodvibesyoga.com.au,hello@goodvibesyoga.com.au; user@domain.com,https://goodvibesyoga.com.au,Melbourne,AUSTRALIA,yoga,yoga studio Melbourne
10 Best Yoga Studios in Melbourne (2026) - The Trend Spotter,info@thetrendspotter.net,info@thetrendspotter.net,https://www.thetrendspotter.net/best-yoga-studios-melbourne/,Melbourne,AUSTRALIA,yoga,yoga studio Melbourne
Melbourne Yoga and Pilates - Personal Training | Yoga | Pilates | Fitness,info@melbourneyogaandpilates.com,info@melbourneyogaandpilates.com,https://melbourneyogaandpilates.com,Melbourne,AUSTRALIA,yoga,yoga studio Melbourne
Yoga Classes Melbourne - KĀYA Health Clubs,dipali@rockagency.com.au,dipali@rockagency.com.au,https://kayahealthclubs.com.au/classes/yoga/,Melbourne,AUSTRALIA,yoga,yoga studio Melbourne
Yoga Studio in Melbourne | Carlton North Yoga Studio | Luna Yoga,info@lunayoga.com.au,info@lunayoga.com.au,https://www.lunayoga.com.au,Melbourne,AUSTRALIA,yoga,yoga studio Melbourne
11 Best Yoga Studios Brisbane 2025 -,info@cultivatecalmyoga.com.au,info@cultivatecalmyoga.com.au; tanya@clayfieldyoga.com.au; namaste@sohoyoga.com.au; practice@ashtangayogacentre.com.au,https://brisbaneinfo.com/yoga-studios-brisbane/,Brisbane,AUSTRALIA,yoga,yoga studio Brisbane
Yoga Everyday Brisbane | Yoga Studio Brisbane,hello@yogaeveryday.com.au,hello@yogaeveryday.com.au,https://yogaeveryday.com.au,Brisbane,AUSTRALIA,yoga,yoga studio Brisbane
Stretch Yoga | Yoga & Pilates in Brisbane,info@stretchyoga.com.au,info@stretchyoga.com.au,https://www.stretchyoga.com.au,Brisbane,AUSTRALIA,yoga,yoga studio Brisbane
Unplugged Yoga | Yoga Studio Ashgrove & Brisbane,jasmine@unpluggedyoga.com.au,jasmine@unpluggedyoga.com.au,https://unpluggedyoga.com.au,Brisbane,AUSTRALIA,yoga,yoga studio Brisbane
Yoga & Pilates Gold Coast | Flolo Studio,hello@flolo.studio,hello@flolo.studio,https://flolo.studio,Gold Coast,AUSTRALIA,yoga,yoga studio Gold Coast
Classes - Gold Coast Yoga Studio,yoga88@goldcoastyogacentre.com,yoga88@goldcoastyogacentre.com; %20%20%20email%20yoga88@goldcoastyogacentre.com,https://goldcoastyogacentre.com/classes/,Gold Coast,AUSTRALIA,yoga,yoga studio Gold Coast
Hot Yoga Southport | Gold Coast Yoga,hello@hotyogasouthport.com.au,hello@hotyogasouthport.com.au,https://hotyogasouthport.com.au,Gold Coast,AUSTRALIA,yoga,yoga studio Gold Coast
Home - Soul Centre - Yoga & Pilates Gold Coast,soul-logo@2x-300x295.jpg,soul-logo@2x-300x295.jpg,https://soulcentre.com.au,Gold Coast,AUSTRALIA,yoga,yoga studio Gold Coast
Best Yoga Studios in Gold Coast | ClassPass,burleighheads@bumphealth.com.au,burleighheads@bumphealth.com.au,https://classpass.com/search/gold-coast/yoga,Gold Coast,AUSTRALIA,yoga,yoga studio Gold Coast
The Studio Perth • Yoga & Pilates Joondalup / Butler / East Victoria Park,joondalup@thestudioperth.com.au,joondalup@thestudioperth.com.au; vicpark@thestudioperth.com.au,https://thestudioperth.com.au,Perth,AUSTRALIA,yoga,yoga studio Perth
"YOGAHUB | Yoga Studio in Perth, Western Australia",hello@yogahubperth.com.au,hello@yogahubperth.com.au,https://yogahubperth.com.au,Perth,AUSTRALIA,yoga,yoga studio Perth
Yoga Perth WA | Classes & Retreats | Energy Cntr Yoga Studio,simone@energycntryoga.com.au,simone@energycntryoga.com.au,https://energycntryoga.com.au,Perth,AUSTRALIA,yoga,yoga studio Perth
Byron Bay Yoga Studio Classes: 6 Byron St,info@byronyoga.com,info@byronyoga.com; studio@byronyoga.com,https://www.byronyoga.com/yoga-classes/,Byron Bay,AUSTRALIA,yoga,yoga studio Byron Bay
Intouch Yoga Byron Bay - Flo Fenton,flo@intouchyogabyronbay.com,flo@intouchyogabyronbay.com,https://intouchyogabyronbay.com,Byron Bay,AUSTRALIA,yoga,yoga studio Byron Bay
Yoga in the Wind,roxane@yogainthewind.com.au,roxane@yogainthewind.com.au; roxythetravelingyogi@gmail.com; user@domain.com,https://yogainthewind.com.au,Byron Bay,AUSTRALIA,yoga,yoga studio Byron Bay
Byron Yoga Centre - Byron Visitor Centre,info@visitbyronbay.comaccounts,info@visitbyronbay.comaccounts; accounts@visitbyronbay.com,https://www.visitbyronbay.com/products/byron-yoga-centre/,Byron Bay,AUSTRALIA,yoga,yoga studio Byron Bay
Bamboo Yoga School Byron Bay,bambooyogaschool@gmail.com,bambooyogaschool@gmail.com; user@domain.com,https://www.bambooyogabyron.com,Byron Bay,AUSTRALIA,yoga,yoga studio Byron Bay
Byron Bay Yoga Classes | Lucy Roberts,info@lucyrobertsyoga.com,98b21aa53d68482b8414e892d9af0e5f@sentry-next.wixpress.com; 271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com; ed436f5053144538958ad06a5005e99a@sentry.wixpress.com; 18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com; 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com,https://www.lucyrobertsyoga.com/byron-bay-yoga-classes,Byron Bay,AUSTRALIA,yoga,yoga studio Byron Bay
Yoga Retreats Byron Bay,info@radianceretreats.com,info@radianceretreats.com,https://radianceretreats.com/byron-yoga-retreats/,Byron Bay,AUSTRALIA,yoga,yoga retreat Byron Bay
Maiala Yoga & Retreat | Home - Maiala Yoga & Retreat,bookings@maiala.com.au,petra@pebblesink.com.au; saara.mistry@maiala.com.au; bookings@maiala.com.au,https://maiala.com.au,Sunshine Coast,AUSTRALIA,yoga,yoga retreat Sunshine Coast
Connect with nature yoga retreat at Sunshine Coast — Sun Bliss Yoga,info@sunblissyoga.com,info@sunblissyoga.com; user@domain.com,https://www.sunblissyoga.com/connect-with-nature-yoga-retreat-sunshine-coast,Sunshine Coast,AUSTRALIA,yoga,yoga retreat Sunshine Coast
Yoga & Wellness Retreat | Yogable,hello@yogablewellbeing.com,98b21aa53d68482b8414e892d9af0e5f@sentry-next.wixpress.com; 271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com; f36cc48fb72b4d298c835f2793cf3b84@sentry-next.wixpress.com; ed436f5053144538958ad06a5005e99a@sentry.wixpress.com; 18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com,https://www.yogablewellbeing.com/consiouslyyouretreat,Sunshine Coast,AUSTRALIA,yoga,yoga retreat Sunshine Coast
Yoga Adelaide ~ Yogita Yoga Adelaide Yoga Home Page,info@yogitayoga.com,info@yogitayoga.com,https://yogitayoga.com,Adelaide,AUSTRALIA,yoga,yoga studio Adelaide
Yoga Studio in Adelaide - Exhale Yoga,anapbm@gmail.com,anapbm@gmail.com; team@latofonts.com,https://exhaleyoga.au,Adelaide,AUSTRALIA,yoga,yoga studio Adelaide
"Yoga Spirit Studios - Yoga in Torrensville, Adelaide",info@yogaspirit.com.au,info@yogaspirit.com.au,https://www.yogaspirit.com.au,Adelaide,AUSTRALIA,yoga,yoga studio Adelaide
Come join us at our Adelaide City Studio - Human.Kind,hello@humankindstudios.com.au,hello@humankindstudios.com.au,https://humankindstudios.com.au/move/adelaide-city/,Adelaide,AUSTRALIA,yoga,yoga studio Adelaide
"Yoga Canberra - Classes, Courses, Workshops, Meditation",enquiries@canberrayogaspace.com.au,eli@canberrayogaspace.com.au; enquiries@canberrayogaspace.com.au,https://canberrayogaspace.com.au,Canberra,AUSTRALIA,yoga,yoga studio Canberra
The best yoga studios in Canberra | Region Canberra - Riotact,namaste@balancedyoga.com.au,namaste@balancedyoga.com.au,https://region.com.au/best-yoga-studios-canberra/156463/,Canberra,AUSTRALIA,yoga,yoga studio Canberra
SOULution Yoga & Pilates in Canberra,info@soulutionyoga.com,info@soulutionyoga.com; user@domain.com,https://www.soulutionyoga.com,Canberra,AUSTRALIA,yoga,yoga studio Canberra
Home - Change Yoga & Wellness,info@changeyoga.com.au,info@changeyoga.com.au,https://changeyoga.com.au,Canberra,AUSTRALIA,yoga,yoga studio Canberra
"Your Studio CBR | Your Body, Your Future",enquiries@lucasstudios.com.au,enquiries@lucasstudios.com.au; user@domain.com; mary@yourstudiocbr.com.au; enquiries@yourstudiocbr.com.au,https://www.yourstudiocbr.com.au,Canberra,AUSTRALIA,yoga,yoga studio Canberra
Wellness Center Sydney | Recovery Services,hello@housed.com.au,hello@housed.com.au,https://housed.com.au/services/wellness,Sydney,AUSTRALIA,wellness,wellness centre Sydney
Wellness & Recovery Centre Sydney - RCVRI,hq@rcvri.co,hq@rcvri.co,https://www.rcvri.co/en-au/,Sydney,AUSTRALIA,wellness,wellness centre Sydney
Body WRL - Wellness Recovery Centre Sydney,info@bodywrl.com.au,info@bodywrl.com.au; bodywrl_full_logoartwork_rgb_white@4x.png; hello@bodywrl.com.au; bodywrl_full_logoartwork_rgb_white@2x.png,https://bodywrl.com.au,Sydney,AUSTRALIA,wellness,wellness centre Sydney
Wellness Centre Sydney | Wonderlab,concierge@wonderlab.com.au,concierge@wonderlab.com.au,https://wonderlab.com.au/spa-treatment/,Sydney,AUSTRALIA,wellness,wellness centre Sydney
EQ Melbourne | Nervous System Reset & Immersive Wellbeing,bookings@eq-wellbeing.com,bookings@eq-wellbeing.com; user@domain.com; hello@eq-wellbeing.com,https://eq-wellbeing.com,Melbourne,AUSTRALIA,wellness,wellness centre Melbourne
The Best Wellness Hubs in Melbourne in 2026 - sitchu.com.au,tender-brunswick-@tomross-7.jpg,tender-brunswick-@tomross-7.jpg; tender-brunswick-@tomross-5-225x300.jpg; tender-brunswick-@tomross-6.jpg; tender-brunswick-@tomross-9.jpg; tender-brunswick-@tomross-5-768x1024.jpg,https://sitchu.com.au/melbourne/health-wellness/best-wellness-hubs-melbourne,Melbourne,AUSTRALIA,wellness,wellness centre Melbourne
Holistic Wellness Centre Melbourne | Beauty Spa Melbourne,drzaracelik@amarawellnesscentre.com.au,drzaracelik@amarawellnesscentre.com.au; user@domain.com,https://amarawellnesscentre.com.au,Melbourne,AUSTRALIA,wellness,wellness centre Melbourne
Wellness Centre Melbourne | Float Tank Melbourne,hello@gravityfloat.com.au,hello@gravityfloat.com.au,https://gravityfloat.com.au,Melbourne,AUSTRALIA,wellness,wellness centre Melbourne
Regen Wellness Centre - Recovery & Wellness Treatments in Melbourne,info@regenwellness.com.au,flags@2x.webp; globe@2x.webp; info@regenwellness.com.au,https://regenwellness.com.au,Melbourne,AUSTRALIA,wellness,wellness centre Melbourne
The Wellness Edit: Top Wellness Centres in Brisbane to Visit,info@stylemagazines.com.au,kiri@stylemedia.com.au; digital@stylemagazines.com.au; tracy@stylemedia.com.au; info@stylemagazines.com.au; partnerships@stylemedia.com.au,https://stylemagazines.com.au/lifestyle/brisbane-wellness-centres/,Brisbane,AUSTRALIA,wellness,wellness centre Brisbane
